release_speed;player_name;events;description;des;stand;p_throws;type;pitch_name;bat_speed;bat_win_exp;balls;strikes;outs_when_up;inning;inning_topbot;effective_speed;release_spin_rate
95.2;Cole, Gerrit;;called_strike;Gavin Lux walks.;L;R;S;4-Seam Fastball;;0.104;0;0;2;3;Top;94.5;2393
96.4;Cole, Gerrit;field_out;hit_into_play;Will Smith pops out to first baseman Anthony Rizzo.;R;R;X;4-Seam Fastball;66.8;0.115;1;1;1;3;Top;96.1;2259
76.7;Cole, Gerrit;;called_strike;Will Smith pops out to first baseman Anthony Rizzo.;R;R;S;Knuckle Curve;;0.115;1;0;1;3;Top;76.1;2489
86.9;Cole, Gerrit;;ball;Will Smith pops out to first baseman Anthony Rizzo.;R;R;B;Slider;;0.115;0;0;1;3;Top;87;2567
89;Cole, Gerrit;strikeout;called_strike;Tommy Edman called out on strikes.;L;R;S;Changeup;;0.132;0;2;0;3;Top;89.3;1476
77.5;Cole, Gerrit;;foul;Tommy Edman called out on strikes.;L;R;S;Knuckle Curve;63.6;0.132;0;2;0;3;Top;76.7;2498
96.3;Cole, Gerrit;;foul;Tommy Edman called out on strikes.;L;R;S;4-Seam Fastball;60.9;0.132;0;2;0;3;Top;95.8;2406
83.4;Cole, Gerrit;;foul;Tommy Edman called out on strikes.;L;R;S;Knuckle Curve;69.1;0.132;0;1;0;3;Top;82.5;2907
95;Cole, Gerrit;;called_strike;Tommy Edman called out on strikes.;L;R;S;4-Seam Fastball;;0.132;0;0;0;3;Top;94.1;2373
85.9;Banda, Anthony;field_out;hit_into_play;Jazz Chisholm Jr. grounds out, first baseman Freddie Freeman to pitcher Anthony Banda.;L;L;X;Slider;71.9;0.894;0;1;2;2;Bot;85.3;2668
85.4;Banda, Anthony;;called_strike;Jazz Chisholm Jr. grounds out, first baseman Freddie Freeman to pitcher Anthony Banda.;L;L;S;Slider;;0.894;0;0;2;2;Bot;84.9;2601
85.7;Banda, Anthony;walk;ball;Aaron Judge walks. Alex Verdugo to 3rd. Juan Soto to 2nd.;R;L;B;Slider;;0.884;3;1;2;2;Bot;85.4;2343
94.8;Banda, Anthony;;ball;Aaron Judge walks. Alex Verdugo to 3rd. Juan Soto to 2nd.;R;L;B;Sinker;;0.884;2;1;2;2;Bot;94.7;2058
85.7;Banda, Anthony;;ball;Aaron Judge walks. Alex Verdugo to 3rd. Juan Soto to 2nd.;R;L;B;Slider;;0.884;1;1;2;2;Bot;85.2;2465
85.9;Banda, Anthony;;called_strike;Aaron Judge walks. Alex Verdugo to 3rd. Juan Soto to 2nd.;R;L;S;Slider;;0.884;1;0;2;2;Bot;84.5;2520
85.9;Banda, Anthony;;ball;Aaron Judge walks. Alex Verdugo to 3rd. Juan Soto to 2nd.;R;L;B;Slider;;0.884;0;0;2;2;Bot;85.2;2387
87.2;Banda, Anthony;walk;blocked_ball;Juan Soto walks.;L;L;B;Slider;;0.881;3;2;2;2;Bot;86.1;2292
96.6;Banda, Anthony;;ball;Juan Soto walks.;L;L;B;4-Seam Fastball;;0.881;2;2;2;2;Bot;96.2;2266
85.7;Banda, Anthony;;foul;Juan Soto walks.;L;L;S;Slider;78.4;0.881;2;1;2;2;Bot;85;2429
